z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
21,28,49Sc,0,57.2,m,0.15,B-,100,
21,27,48Sc,0,43.71,h,0.08,B-,100,
21,26,47Sc,0,3.3491,d,0.0006,B-,100,
21,25,46Sc,0,83.808,d,0.029,B-,100,
21,25,46Sc,0.142528,18.746,s,0.04,IT,100,
21,24,45Sc,0.012400000000000001,325.8,ms,4.2,IT,100,
21,23,44Sc,0,4.042,h,0.0024,EC+B+,100,
21,23,44Sc,0.27124000000000004,58.62,h,0.09,EC+B+,1.2,0.07
21,23,44Sc,0.27124000000000004,58.62,h,0.09,IT,98.8,0.07
21,22,43Sc,0,3.891,h,0.012,EC+B+,100,
21,21,42Sc,0,680.79,ms,0.28,EC+B+,100,
21,21,42Sc,0.616771,61.7,s,0.3,EC+B+,100,
21,20,41Sc,0,596.3,ms,1.7,EC+B+,100,
21,39,60Sc,0,,,,B-,100,
21,39,60Sc,0,,,,B-N,,
21,39,60Sc,0,,,,B-2N,,
21,38,59Sc,0,,,,B-,100,
21,38,59Sc,0,,,,B-N,,
21,38,59Sc,0,,,,B-2N,,
21,37,58Sc,0,12,ms,5,B-,100,
21,37,58Sc,0,12,ms,5,B-N,,
21,37,58Sc,0,12,ms,5,B-2N,,
21,36,57Sc,0,20,ms,4,B-,100,
21,36,57Sc,0,20,ms,4,B-N,,
21,36,57Sc,0,20,ms,4,B-2N,,
21,35,56Sc,0,26,ms,6,B-,100,
21,35,56Sc,0,26,ms,6,B-N,,
21,35,56Sc,0,26,ms,6,B-2N,,
21,34,55Sc,0,92,ms,4,B-,100,
21,34,55Sc,0,92,ms,4,B-N,17,7
21,33,54Sc,0,526,ms,15,B-,100,
21,33,54Sc,0,526,ms,15,B-N,16,9
21,32,53Sc,0,2.4,s,0.6,B-,100,
21,32,53Sc,0,2.4,s,0.6,B-N,,
21,31,52Sc,0,8.2,s,0.2,B-,100,
21,31,52Sc,0,8.2,s,0.2,B-N,,
21,30,51Sc,0,12.5,s,0.1,B-,100,
21,30,51Sc,0,12.5,s,0.1,B-N,,
21,19,40Sc,0,182.4,ms,0.8,EC+B+,100,
21,19,40Sc,0,182.4,ms,0.8,ECP,0.44,0.07
21,19,40Sc,0,182.4,ms,0.8,ECA,0.017,0.005
21,18,39Sc,0,,,,P,100,
21,41,62Sc,0,,,,B-,100,
21,41,62Sc,0,,,,B-N,,
21,41,62Sc,0,,,,B-2N,,
21,40,61Sc,0,,,,B-,100,
21,40,61Sc,0,,,,B-N,,
21,40,61Sc,0,,,,B-2N,,
22,39,61Ti,0,15,ms,4,B-,100,
22,39,61Ti,0,15,ms,4,B-N,,
22,39,61Ti,0,15,ms,4,B-2N,,
22,38,60Ti,0,22.2,ms,1.6,B-,100,
22,38,60Ti,0,22.2,ms,1.6,B-N,,
22,38,60Ti,0,22.2,ms,1.6,B-2N,,
22,37,59Ti,0,28.5,ms,1.9,B-,100,
22,37,59Ti,0,28.5,ms,1.9,B-N,,
22,37,59Ti,0,28.5,ms,1.9,B-2N,,
22,36,58Ti,0,55,ms,6,B-,100,
22,36,58Ti,0,55,ms,6,B-N,,
22,35,57Ti,0,94,ms,8,B-,100,
22,35,57Ti,0,94,ms,8,B-N,,
22,34,56Ti,0,199,ms,6,B-,100,
22,34,56Ti,0,199,ms,6,B-N,,
22,33,55Ti,0,1.3,s,0.1,B-,100,
22,32,54Ti,0,1.6,s,0.4,B-,100,
22,31,53Ti,0,32.7,s,0.9,B-,100,
22,30,52Ti,0,1.7,m,0.1,B-,100,
22,42,64Ti,0,,,,B-,100,
22,42,64Ti,0,,,,B-N,,
22,42,64Ti,0,,,,B-2N,,
22,41,63Ti,0,,,,B-,100,
22,41,63Ti,0,,,,B-N,,
22,41,63Ti,0,,,,B-2N,,
22,40,62Ti,0,,,,B-,100,
22,40,62Ti,0,,,,B-N,,
22,40,62Ti,0,,,,B-2N,,
22,19,41Ti,0,81.9,ms,0.5,EC+B+,100,
22,19,41Ti,0,81.9,ms,0.5,ECP,100,
22,18,40Ti,0,52.4,ms,0.3,EC+B+,100,
22,18,40Ti,0,52.4,ms,0.3,ECP,95.8,1.3
22,17,39Ti,0,28.5,ms,0.9,EC+B+,100,
22,17,39Ti,0,28.5,ms,0.9,ECP,93.7,2.8
22,17,39Ti,0,28.5,ms,0.9,EC2P,,
22,29,51Ti,0,5.756,m,0.009,B-,100,
22,23,45Ti,0,184.8,m,0.5,EC+B+,100,
22,22,44Ti,0,59.1,y,0.3,EC,100,
22,21,43Ti,0,509,ms,5,EC+B+,100,
22,21,43Ti,0,509,ms,5,ECP,,
22,20,42Ti,0,208.34,ms,0.57,EC+B+,100,
23,41,64V,0,15,ms,2,B-,100,
23,41,64V,0,15,ms,2,B-N,,
23,41,64V,0,15,ms,2,B-2N,,
23,42,65V,0,,,,B-,100,
23,42,65V,0,,,,B-N,,
23,42,65V,0,,,,B-2N,,
23,43,66V,0,,,,B-,100,
23,43,66V,0,,,,B-N,,
23,43,66V,0,,,,B-2N,,
23,44,67V,0,,,,B-,100,
23,44,67V,0,,,,B-N,,
23,44,67V,0,,,,B-2N,,
23,40,63V,0,19.6,ms,0.9,B-,100,
23,40,63V,0,19.6,ms,0.9,B-N,35,
23,27,50V,0,2.68e+17,y,1.08e+16-1.09e+16,EC+B+,98.6,
23,27,50V,0,2.68e+17,y,1.08e+16-1.09e+16,B-,1.4,
23,29,52V,0,3.743,m,0.005,B-,100,
23,20,43V,0,79.3,ms,2.4,EC+B+,100,
23,20,43V,0,79.3,ms,2.4,ECP,,
23,21,44V,0,111,ms,7,EC+B+,100,
23,21,44V,0,111,ms,7,ECA,,
23,21,44V,0,111,ms,7,ECP,,
23,21,44V,0.267,150,ms,3,EC+B+,100,
23,22,45V,0,546,ms,6,EC+B+,100,
23,23,46V,0,422.62,ms,0.05,EC+B+,100,
23,24,47V,0,32.6,m,0.3,EC+B+,100,
23,25,48V,0,15.974,d,0.002,EC+B+,100,
23,26,49V,0,330,d,15,EC,100,
23,38,61V,0,48.2,ms,0.6,B-,100,
23,38,61V,0,48.2,ms,0.6,B-N,14.5,2
23,38,61V,0,48.2,ms,0.6,B-2N,,
23,39,62V,0,33.6,ms,2.3,B-,100,
23,39,62V,0,33.6,ms,2.3,B-N,,
23,39,62V,0,33.6,ms,2.3,B-2N,,
23,30,53V,0,1.537,m,0.014,B-,100,
23,31,54V,0,49.8,s,0.5,B-,100,
23,32,55V,0,6.54,s,0.15,B-,100,
23,33,56V,0,218,ms,6,B-,100,
23,33,56V,0,218,ms,6,B-N,,
23,34,57V,0,347,ms,9,B-,100,
23,34,57V,0,347,ms,9,B-N,,
23,35,58V,0,192,ms,7,B-,100,
23,35,58V,0,192,ms,7,B-N,,
23,36,59V,0,96,ms,4,B-,100,
23,36,59V,0,96,ms,4,B-N,3,
23,37,60V,0,122,ms,18,B-,100,
23,37,60V,0,122,ms,18,B-N,,
23,37,60V,0,122,ms,18,B-2N,,
23,37,60V,0+X,40,ms,15,B-,100,
23,37,60V,0+X,40,ms,15,B-N,,
23,37,60V,0+X,40,ms,15,B-2N,,
23,37,60V,0+X,40,ms,15,IT,,
23,19,42V,0,,,,P,,
24,39,63Cr,0,129,ms,2,B-,100,
24,39,63Cr,0,129,ms,2,B-N,,
24,31,55Cr,0,3.498,m,0.004,B-,100,
24,32,56Cr,0,5.94,m,0.1,B-,100,
24,33,57Cr,0,21.1,s,1.0,B-,100,
24,34,58Cr,0,7,s,0.3,B-,100,
24,35,59Cr,0,1.05,s,0.09,B-,100,
24,36,60Cr,0,490,ms,10,B-,100,
24,36,60Cr,0,490,ms,10,B-N,,
24,37,61Cr,0,243,ms,10,B-,100,
24,37,61Cr,0,243,ms,10,B-N,,
24,38,62Cr,0,206,ms,11,B-,100,
24,38,62Cr,0,206,ms,11,B-N,,
24,42,66Cr,0,24,ms,2,B-,100,
24,42,66Cr,0,24,ms,2,B-N,,
24,42,66Cr,0,24,ms,2,B-2N,,
24,43,67Cr,0,,,,B-,100,
24,43,67Cr,0,,,,B-N,,
24,43,67Cr,0,,,,B-2N,,
24,44,68Cr,0,,,,B-,100,
24,44,68Cr,0,,,,B-N,,
24,44,68Cr,0,,,,B-2N,,
24,45,69Cr,0,,,,B-,100,
24,45,69Cr,0,,,,B-N,,
24,45,69Cr,0,,,,B-2N,,
24,46,70Cr,0,,,,B-,100,
24,46,70Cr,0,,,,B-N,,
24,46,70Cr,0,,,,B-2N,,
24,40,64Cr,0,43,ms,1,B-,100,
24,40,64Cr,0,43,ms,1,B-N,,
24,41,65Cr,0,28,ms,2,B-,100,
24,41,65Cr,0,28,ms,2,B-N,,
24,41,65Cr,0,28,ms,2,B-2N,,
24,18,42Cr,0,13.3,ms,1.0,EC+B+,100,
24,18,42Cr,0,13.3,ms,1.0,ECP,94.4,5
24,18,42Cr,0,13.3,ms,1.0,2P,,
24,19,43Cr,0,21.1,ms,0.3,EC+B+,100,
24,19,43Cr,0,21.1,ms,0.3,ECP,79.3,3
24,19,43Cr,0,21.1,ms,0.3,EC2P,11.6,1
24,19,43Cr,0,21.1,ms,0.3,EC3P,0.13,
24,20,44Cr,0,42.8,ms,0.6,EC+B+,100,
24,20,44Cr,0,42.8,ms,0.6,ECP,12,2
24,21,45Cr,0,60.9,ms,0.4,EC+B+,100,
24,21,45Cr,0,60.9,ms,0.4,ECP,34.4,0.8
24,22,46Cr,0,244.3,ms,1.3,EC+B+,100,
24,23,47Cr,0,460.6,ms,1.6,EC+B+,100,
24,24,48Cr,0,21.56,h,0.03,EC+B+,100,
24,25,49Cr,0,42.3,m,0.1,EC+B+,100,
24,27,51Cr,0,27.7004,d,0.0022,EC,100,
25,44,69Mn,0,22.1,ms,2.5,B-,100,
25,44,69Mn,0,22.1,ms,2.5,B-N,40,20
25,44,69Mn,0,22.1,ms,2.5,B-2N,,
25,43,68Mn,0,33.9,ms,1.7,B-,100,
25,43,68Mn,0,33.9,ms,1.7,B-N,18,10
25,43,68Mn,0,33.9,ms,1.7,B-2N,,
25,46,71Mn,0,,,,B-,100,
25,46,71Mn,0,,,,B-N,,
25,46,71Mn,0,,,,B-2N,,
25,45,70Mn,0,19.9,ms,1.7,B-,100,
25,45,70Mn,0,19.9,ms,1.7,B-N,,
25,45,70Mn,0,19.9,ms,1.7,B-2N,,
25,48,73Mn,0,,,,B-,100,
25,48,73Mn,0,,,,B-N,,
25,48,73Mn,0,,,,B-2N,,
25,47,72Mn,0,,,,B-,100,
25,47,72Mn,0,,,,B-N,,
25,47,72Mn,0,,,,B-2N,,
25,40,65Mn,0,91.7,ms,1.0,B-,100,
25,40,65Mn,0,91.7,ms,1.0,B-N,7.9,1.2
25,42,67Mn,0,47,ms,3,B-,100,
25,42,67Mn,0,47,ms,3,B-N,5,
25,42,67Mn,0,47,ms,3,B-2N,,
25,41,66Mn,0,63.9,ms,0.9,B-,100,
25,41,66Mn,0,63.9,ms,0.9,B-N,7.3,
25,41,66Mn,0,63.9,ms,0.9,B-2N,,
25,29,54Mn,0,312.1,d,0.04,EC+B+,99.999907,
25,29,54Mn,0,312.1,d,0.04,B-,0.000093,
25,22,47Mn,0,88,ms,1.3,EC+B+,100,
25,22,47Mn,0,88,ms,1.3,ECP,1.7,
25,21,46Mn,0,36.2,ms,0.4,EC+B+,100,
25,21,46Mn,0,36.2,ms,0.4,ECP,57,0.8
25,24,49Mn,0,382.1,ms,6.8,EC+B+,100,
25,23,48Mn,0,157.7,ms,2.1,EC+B+,100,
25,23,48Mn,0,157.7,ms,2.1,ECP,0.28,0.04
25,23,48Mn,0,157.7,ms,2.1,ECA,0.0006,
25,26,51Mn,0,45.84,m,0.24,EC+B+,100,
25,25,50Mn,0,283.19,ms,0.08,EC+B+,100,
25,25,50Mn,0.22528,1.75,m,0.02,EC+B+,100,
25,28,53Mn,0,3.62e+06,y,3.79e+05,EC,100,
25,27,52Mn,0,5.591,d,0.003,EC+B+,100,
25,27,52Mn,0.37774900000000006,21.4,m,0.4,EC+B+,98.22,0.05
25,27,52Mn,0.37774900000000006,21.4,m,0.4,IT,1.78,0.05
25,33,58Mn,0,3,s,0.1,B-,100,
25,33,58Mn,0.07177,65.4,s,0.5,B-,90,
25,33,58Mn,0.07177,65.4,s,0.5,IT,10,
25,32,57Mn,0,85.4,s,1.8,B-,100,
25,35,60Mn,0,0.28,s,0.02,B-,100,
25,35,60Mn,0.27180000000000004,1.77,s,0.02,B-,88.5,0.8
25,35,60Mn,0.27180000000000004,1.77,s,0.02,IT,11.5,0.8
25,34,59Mn,0,4.59,s,0.04,B-,100,
25,37,62Mn,0,92,ms,13,B-,100,
25,37,62Mn,0,92,ms,13,B-N,,
25,37,62Mn,0.34800000000000003,671,ms,7,B-,100,
25,37,62Mn,0.34800000000000003,671,ms,7,B-N,,
25,37,62Mn,0.34800000000000003,671,ms,7,IT,,
25,36,61Mn,0,0.709,s,0.006,B-,100,
25,36,61Mn,0,0.709,s,0.006,B-N,0.2,
25,39,64Mn,0,90,ms,3,B-,100,
25,39,64Mn,0,90,ms,3,B-N,2.7,0.6
25,38,63Mn,0,277,ms,5,B-,100,
25,38,63Mn,0,277,ms,5,B-N,,
25,31,56Mn,0,2.5788,h,0.0002,B-,100,
25,19,44Mn,0,105,ns,<,P,,
26,34,60Fe,0,2.61e+06,y,3.76e+04,B-,100,
26,33,59Fe,0,44.495,d,0.009,B-,100,
26,36,62Fe,0,68,s,2,B-,100,
26,35,61Fe,0,6.03,m,0.05,B-,100,
26,38,64Fe,0,2,s,0.3,B-,100,
26,37,63Fe,0,6.1,s,0.6,B-,100,
26,39,65Fe,0,0.803,s,0.018,B-,100,
26,39,65Fe,0,0.803,s,0.018,B-N,,
26,39,65Fe,0.3937,1.15,s,0.12,B-,100,
26,39,65Fe,0.3937,1.15,s,0.12,B-N,,
26,45,71Fe,0,34,ms,7,B-,100,
26,45,71Fe,0,34,ms,7,B-N,,
26,45,71Fe,0,34,ms,7,B-2N,,
26,44,70Fe,0,61.5,ms,0.9,B-,100,
26,44,70Fe,0,61.5,ms,0.9,B-N,,
26,47,73Fe,0,12.9,ms,1.6,B-,100,
26,47,73Fe,0,12.9,ms,1.6,B-N,,
26,47,73Fe,0,12.9,ms,1.6,B-2N,,
26,46,72Fe,0,19,ms,4,B-,100,
26,46,72Fe,0,19,ms,4,B-N,,
26,46,72Fe,0,19,ms,4,B-2N,,
26,49,75Fe,0,,,,B-,100,
26,49,75Fe,0,,,,B-N,,
26,49,75Fe,0,,,,B-2N,,
26,48,74Fe,0,8.2,ms,+2.6-7.1,B-,100,
26,48,74Fe,0,8.2,ms,+2.6-7.1,B-N,,
26,48,74Fe,0,8.2,ms,+2.6-7.1,B-2N,,
26,41,67Fe,0,398,ms,9,B-,100,
26,41,67Fe,0,398,ms,9,B-N,,
26,40,66Fe,0,472,ms,33,B-,100,
26,40,66Fe,0,472,ms,33,B-N,,
26,43,69Fe,0,162,ms,7,B-,100,
26,43,69Fe,0,162,ms,7,B-N,,
26,42,68Fe,0,186,ms,4,B-,100,
26,42,68Fe,0,186,ms,4,B-N,,
26,19,45Fe,0,2.6,ms,0.2,2P,70,4
26,19,45Fe,0,2.6,ms,0.2,EC+B+,30,4
26,19,45Fe,0,2.6,ms,0.2,ECP,19,5
26,19,45Fe,0,2.6,ms,0.2,EC2P,8,2
26,19,45Fe,0,2.6,ms,0.2,EC3P,3,2
26,23,49Fe,0,64.7,ms,0.3,EC+B+,100,
26,23,49Fe,0,64.7,ms,0.3,ECP,56.7,0.4
26,22,48Fe,0,45.5,ms,0.8,EC+B+,100,
26,22,48Fe,0,45.5,ms,0.8,ECP,15.3,0.7
26,25,51Fe,0,305,ms,2,EC+B+,100,
26,24,50Fe,0,152,ms,0.6,EC+B+,100,
26,24,50Fe,0,152,ms,0.6,ECP,,
26,27,53Fe,0,8.51,m,0.02,EC+B+,100,
26,27,53Fe,3.0404,2.54,m,0.03,IT,100,
26,26,52Fe,0,8.273,h,0.009,EC+B+,100,
26,26,52Fe,6.9584,45.9,s,0.6,EC+B+,99.979,0.005
26,26,52Fe,6.9584,45.9,s,0.6,IT,0.021,0.005
26,29,55Fe,0,2.756,y,+0.001-0.001,EC,100,
26,21,47Fe,0,21.9,ms,0.2,EC+B+,100,
26,21,47Fe,0,21.9,ms,0.2,ECP,88.4,0.9
26,20,46Fe,0,13.9,ms,1.5,EC+B+,100,
26,20,46Fe,0,13.9,ms,1.5,ECP,72.4,6.4
26,20,46Fe,0,13.9,ms,1.5,EC2P,1,
26,50,76Fe,0,,,,B-,100,
26,50,76Fe,0,,,,B-N,,
26,50,76Fe,0,,,,B-2N,,
27,47,74Co,0,31.3,ms,1.3,B-,100,
27,47,74Co,0,31.3,ms,1.3,B-N,18,15
27,47,74Co,0,31.3,ms,1.3,B-2N,,
27,48,75Co,0,26.5,ms,1.2,B-,100,
27,48,75Co,0,26.5,ms,1.2,B-N,15,
27,48,75Co,0,26.5,ms,1.2,B-2N,,
27,45,72Co,0,51.9,ms,0.8,B-,100,
27,45,72Co,0,51.9,ms,0.8,B-N,6,
27,45,72Co,0,51.9,ms,0.8,B-2N,,
27,45,72Co,0+X,47.8,ms,0.5,B-,100,
27,45,72Co,0+X,47.8,ms,0.5,B-N,6,
27,45,72Co,0+X,47.8,ms,0.5,B-2N,,
27,45,72Co,0+X,180,ms,10,B-,100,
27,45,72Co,0+X,180,ms,10,B-N,,
27,46,73Co,0,42,ms,0.7,B-,100,
27,46,73Co,0,42,ms,0.7,B-N,6,3
27,46,73Co,0,42,ms,0.7,B-2N,,
27,49,76Co,0+X,16,ms,4,B-,100,
27,49,76Co,0+X,16,ms,4,B-N,,
27,49,76Co,0+X,16,ms,4,B-2N,,
27,49,76Co,0+X,21.7,ms,+6.5-4.9,B-,100,
27,49,76Co,0+X,21.7,ms,+6.5-4.9,B-N,,
27,49,76Co,0+X,21.7,ms,+6.5-4.9,B-2N,,
27,40,67Co,0,329,ms,28,B-,100,
27,40,67Co,0,329,ms,28,B-N,,
27,40,67Co,0.49154000000000003,496,ms,34,IT,80,
27,40,67Co,0.49154000000000003,496,ms,34,B-,20,
27,40,67Co,0.49154000000000003,496,ms,34,B-N,,
27,43,70Co,0+X,114,ms,4,B-,100,
27,43,70Co,0+X,114,ms,4,B-N,,
27,43,70Co,0+X,114,ms,4,B-2N,,
27,43,70Co,0+X,507,ms,7,B-,100,
27,43,70Co,0+X,507,ms,7,B-N,,
27,43,70Co,0+X,507,ms,7,B-2N,,
27,44,71Co,0,80,ms,2,B-,100,
27,44,71Co,0,80,ms,2,B-N,16,
27,41,68Co,0,222,ms,28,B-,100,
27,41,68Co,0,222,ms,28,B-N,,
27,41,68Co,0+X,1.6,s,0.3,B-,100,
27,41,68Co,0+X,1.6,s,0.3,B-N,2.6,
27,42,69Co,0,210,ms,9,B-,100,
27,42,69Co,0,210,ms,9,B-N,,
27,42,69Co,0.176,0.75,s,0.25,B-,100,
27,42,69Co,0.176,0.75,s,0.25,B-N,,
27,50,77Co,0,13,ms,+7.2-4.3,B-,100,
27,50,77Co,0,13,ms,+7.2-4.3,B-N,,
27,50,77Co,0,13,ms,+7.2-4.3,B-2N,,
27,51,78Co,0,,,,B-,100,
27,51,78Co,0,,,,B-N,,
27,51,78Co,0,,,,B-2N,,
27,25,52Co,0,111,ms,2,EC+B+,100,
27,25,52Co,0,111,ms,2,ECP,,
27,25,52Co,0.38,102,ms,5,EC+B+,100,
27,26,53Co,0,244,ms,3,EC+B+,100,
27,26,53Co,3.1744000000000003,248,ms,8,EC+B+,98.5,
27,26,53Co,3.1744000000000003,248,ms,8,P,1.5,
27,23,50Co,0,38.8,ms,0.3,EC+B+,100,
27,23,50Co,0,38.8,ms,0.3,ECP,70.5,0.7
27,24,51Co,0,68.8,ms,1.9,EC+B+,100,
27,24,51Co,0,68.8,ms,1.9,ECP,3.8,
27,29,56Co,0,77.236,d,0.026,EC+B+,100,
27,27,54Co,0,193.27,ms,0.04,EC+B+,100,
27,27,54Co,0.1971,1.48,m,0.02,EC+B+,100,
27,28,55Co,0,17.53,h,0.02,EC+B+,100,
27,36,63Co,0,26.9,s,0.4,B-,100,
27,37,64Co,0,300,ms,30,B-,100,
27,37,64Co,0.107,280,ms,>,B-,,
27,37,64Co,0.107,280,ms,>,IT,,
27,34,61Co,0,1.65,h,0.005,B-,100,
27,35,62Co,0,1.51,m,0.04,B-,100,
27,35,62Co,0.022,13.9,m,0.04,B-,99,
27,35,62Co,0.022,13.9,m,0.04,IT,1,
27,38,65Co,0,1.16,s,0.03,B-,100,
27,39,66Co,0,200,ms,15,B-,100,
27,39,66Co,0,200,ms,15,B-N,,
27,33,60Co,0,5.271,y,+0.001-0.001,B-,100,
27,33,60Co,0.05859,10.467,m,+0.006-0.005,IT,99.75,0.03
27,33,60Co,0.05859,10.467,m,+0.006-0.005,B-,0.25,0.03
27,30,57Co,0,271.8,d,0.03,EC,100,
27,31,58Co,0,70.883,d,0.022,EC+B+,100,
27,31,58Co,0.02495,8.856,h,0.023,IT,99.9988,0.00005
27,31,58Co,0.02495,8.856,h,0.023,EC,0.0012,0.00005
28,51,79Ni,0,43,ms,+8.6-7.5,B-,100,
28,51,79Ni,0,43,ms,+8.6-7.5,B-N,,
28,51,79Ni,0,43,ms,+8.6-7.5,B-2N,,
28,52,80Ni,0,24,ms,+26-17,B-,100,
28,52,80Ni,0,24,ms,+26-17,B-N,,
28,52,80Ni,0,24,ms,+26-17,B-2N,,
28,50,78Ni,0,122.2,ms,5.1,B-,100,
28,50,78Ni,0,122.2,ms,5.1,B-N,,
28,53,81Ni,0,,,,B-,100,
28,53,81Ni,0,,,,B-N,,
28,53,81Ni,0,,,,B-2N,,
28,54,82Ni,0,,,,B-,100,
28,54,82Ni,0,,,,B-N,,
28,54,82Ni,0,,,,B-2N,,
28,37,65Ni,0,2.5175,h,0.0005,B-,100,
28,38,66Ni,0,54.6,h,0.3,B-,100,
28,35,63Ni,0,100.8,y,1.2,B-,100,
28,39,67Ni,0,21,s,1,B-,100,
28,31,59Ni,0,8.10e+04,y,8.92e+03,EC+B+,100,
28,48,76Ni,0,234.7,ms,2.7,B-,100,
28,48,76Ni,0,234.7,ms,2.7,B-N,14,3.6
28,49,77Ni,0,158.5,ms,4.2,B-,100,
28,49,77Ni,0,158.5,ms,4.2,B-N,26,13
28,49,77Ni,0,158.5,ms,4.2,B-2N,,
28,46,74Ni,0,507.7,ms,4.6,B-,100,
28,46,74Ni,0,507.7,ms,4.6,B-N,,
28,47,75Ni,0,332.2,ms,3.1,B-,100,
28,47,75Ni,0,332.2,ms,3.1,B-N,10,2.8
28,40,68Ni,0,29,s,2,B-,100,
28,41,69Ni,0,11.4,s,0.3,B-,100,
28,41,69Ni,0.321,3.5,s,0.4,B-,100,
28,41,69Ni,0.321,3.5,s,0.4,IT,0.01,
28,44,72Ni,0,1.57,s,0.05,B-,100,
28,44,72Ni,0,1.57,s,0.05,B-N,,
28,45,73Ni,0,838,ms,28,B-,100,
28,45,73Ni,0,838,ms,28,B-N,,
28,42,70Ni,0,6,s,0.3,B-,100,
28,43,71Ni,0,2.55,s,0.04,B-,100,
28,43,71Ni,0.499,2.3,s,0.3,B-,100,
28,26,54Ni,0,114.1,ms,0.3,EC+B+,100,
28,26,54Ni,0,114.1,ms,0.3,ECP,,
28,27,55Ni,0,203.9,ms,2.6,EC+B+,100,
28,24,52Ni,0,41.4,ms,0.9,EC+B+,100,
28,24,52Ni,0,41.4,ms,0.9,ECP,31.4,1.5
28,25,53Ni,0,55.2,ms,0.7,EC+B+,100,
28,25,53Ni,0,55.2,ms,0.7,ECP,22.7,0.7
28,28,56Ni,0,6.081,d,0.015,EC+B+,100,
28,29,57Ni,0,35.6,h,0.06,EC+B+,100,
28,22,50Ni,0,17.6,ms,2.2,EC+B+,100,
28,22,50Ni,0,17.6,ms,2.2,ECP,73,6
28,22,50Ni,0,17.6,ms,2.2,EC2P,14,5
28,23,51Ni,0,23.8,ms,0.2,EC+B+,100,
28,23,51Ni,0,23.8,ms,0.2,ECP,87.2,0.8
28,23,51Ni,0,23.8,ms,0.2,EC2P,0.5,0.2
28,20,48Ni,0,2.1,ms,+1.4-0.6,2P,70,20
28,20,48Ni,0,2.1,ms,+1.4-0.6,ECP,30,20
28,21,49Ni,0,7.5,ms,1.0,EC+B+,100,
28,21,49Ni,0,7.5,ms,1.0,ECP,83,13
29,28,57Cu,0,196.4,ms,0.7,EC+B+,100,
29,27,56Cu,0,80.8,ms,1.3,EC+B+,100,
29,27,56Cu,0,80.8,ms,1.3,ECP,0.4,0.12
29,26,55Cu,0,55.9,ms,1.5,EC+B+,100,
29,26,55Cu,0,55.9,ms,1.5,ECP,,
29,25,54Cu,0,75,ns,<,P,,
29,29,58Cu,0,3.205,s,0.007,EC+B+,100,
29,24,53Cu,0,130,ns,<,P,,
29,39,68Cu,0,30.8,s,0.6,B-,100,
29,39,68Cu,0.72126,3.77,m,0.04,B-,14,2
29,39,68Cu,0.72126,3.77,m,0.04,IT,86,2
29,38,67Cu,0,61.81,h,0.1,B-,100,
29,37,66Cu,0,5.09,m,0.009,B-,100,
29,31,60Cu,0,23.74,m,0.35,EC+B+,100,
29,30,59Cu,0,82,s,0.4,EC+B+,100,
29,35,64Cu,0,12.7007,h,0.0013,B-,38.5,0.3
29,35,64Cu,0,12.7007,h,0.0013,EC+B+,61.5,0.3
29,33,62Cu,0,9.672,m,0.008,EC+B+,100,
29,32,61Cu,0,3.339,h,0.007,EC+B+,100,
29,49,78Cu,0,331.3,ms,1.9,B-,100,
29,49,78Cu,0,331.3,ms,1.9,B-N,50.6,9.7
29,49,78Cu,0,331.3,ms,1.9,B-2N,,
29,48,77Cu,0,469.8,ms,1.8,B-,100,
29,48,77Cu,0,469.8,ms,1.8,B-N,30.1,1.5
29,47,76Cu,0,637,ms,8,B-,100,
29,47,76Cu,0,637,ms,8,B-N,7.2,0.5
29,42,71Cu,0,19.4,s,1.4,B-,100,
29,41,70Cu,0,44.5,s,0.3,B-,100,
29,41,70Cu,0.1011,33,s,2,B-,52,9
29,41,70Cu,0.1011,33,s,2,IT,48,9
29,41,70Cu,0.24659999999999999,6.4,s,0.4,B-,93.2,0.9
29,41,70Cu,0.24659999999999999,6.4,s,0.4,IT,6.8,0.9
29,40,69Cu,0,2.9,m,0.1,B-,100,
29,46,75Cu,0,1.224,s,0.003,B-,100,
29,46,75Cu,0,1.224,s,0.003,B-N,2.7,0.6
29,45,74Cu,0,1.606,s,0.012,B-,100,
29,45,74Cu,0,1.606,s,0.012,B-N,0.075,0.016
29,44,73Cu,0,4.2,s,0.12,B-,100,
29,44,73Cu,0,4.2,s,0.12,B-N,0.029,0.006
29,43,72Cu,0,6.63,s,0.03,B-,100,
29,53,82Cu,0,33,ms,+7-6,B-,100,
29,53,82Cu,0,33,ms,+7-6,B-N,,
29,53,82Cu,0,33,ms,+7-6,B-2N,,
29,52,81Cu,0,73.2,ms,6.8,B-,100,
29,52,81Cu,0,73.2,ms,6.8,B-N,81,20
29,52,81Cu,0,73.2,ms,6.8,B-2N,,
29,51,80Cu,0,113.3,ms,6.4,B-,100,
29,51,80Cu,0,113.3,ms,6.4,B-N,58,9
29,51,80Cu,0,113.3,ms,6.4,B-2N,,
29,50,79Cu,0,241,ms,3.3,B-,100,
29,50,79Cu,0,241,ms,3.3,B-N,66,10
29,50,79Cu,0,241,ms,3.3,B-2N,,
29,54,83Cu,0,,,,B-,100,
29,54,83Cu,0,,,,B-N,,
29,54,83Cu,0,,,,B-2N,,
30,28,58Zn,0,86,ms,2,EC+B+,100,
30,28,58Zn,0,86,ms,2,ECP,0.7,0.1
